-0.00345	0.31718
0.00345	0.31718
-0.00835	0.302133
0.00835	0.302133
-0.01325	0.293734
0.01325	0.293734
-0.01815	0.287761
0.01815	0.287761
-0.02305	0.283006
0.02305	0.283006
-0.02795	0.278957
0.02795	0.278957
-0.03285	0.275356
0.03285	0.275356
-0.03775	0.272057
0.03775	0.272057
-0.04265	0.268978
0.04265	0.268978
-0.04755	0.26604
0.04755	0.26604
-0.0699748	0.254281
0.0699748	0.254281
-0.109924	0.235933
0.109924	0.235933
-0.149874	0.219257
0.149874	0.219257
-0.189824	0.20404
0.189824	0.20404
-0.229774	0.190144
0.229774	0.190144
-0.269724	0.177456
0.269724	0.177456
-0.309673	0.165879
0.309673	0.165879
-0.349623	0.15533
0.349623	0.15533
-0.389573	0.145738
0.389573	0.145738
-0.429523	0.137048
0.429523	0.137048
-0.469472	0.129214
0.469472	0.129214
-0.509422	0.122207
0.509422	0.122207
-0.549372	0.116013
0.549372	0.116013
-0.589322	0.110637
0.589322	0.110637
-0.629272	0.10611
0.629272	0.10611
-0.669221	0.102497
0.669221	0.102497
-0.709171	0.0999205
0.709171	0.0999205
-0.74912	0.0985901
0.74912	0.0985901
-0.789072	0.0988755
0.789072	0.0988755
-0.82902	0.101462
0.82902	0.101462
-0.868968	0.107755
0.868968	0.107755
-0.90892	0.121185
0.90892	0.121185
-0.948872	0.15344
0.948872	0.15344
-0.984424	0.376691
0.984424	0.376691
