-0.0137658	-0.000686576	0.0531364
-0.0136318	-0.00203978	0.0528748
-0.013375	-0.0033359	0.0523917
-0.0130155	-0.00454529	0.0517781
-0.012578	-0.00564836	0.0511194
-0.0120883	-0.00663579	0.0505059
-0.0115694	-0.00750691	0.0499885
-0.0110407	-0.00826729	0.0496175
-0.0105167	-0.00892625	0.0493929
-0.0100078	-0.00949489	0.0493146
-0.00949489	-0.0100078	0.0493598
-0.00892625	-0.0105167	0.0495281
-0.00826729	-0.0110407	0.0498531
-0.00750691	-0.0115694	0.0503352
-0.00663579	-0.0120883	0.0509581
-0.00564836	-0.012578	0.0516833
-0.00454529	-0.0130155	0.0524437
-0.0033359	-0.013375	0.0531441
-0.00203978	-0.0136318	0.0536884
-0.000686576	-0.0137658	0.0539861
0.0137658	-0.000686576	0.0531194
0.0136318	-0.00203978	0.0528578
0.013375	-0.0033359	0.0523748
0.0130155	-0.00454529	0.0517612
0.012578	-0.00564836	0.0511025
0.0120883	-0.00663579	0.0504891
0.0115694	-0.00750691	0.0499773
0.0110407	-0.00826729	0.0496007
0.0105167	-0.00892625	0.0493817
0.0100078	-0.00949489	0.0492978
0.00949489	-0.0100078	0.049343
0.00892625	-0.0105167	0.0495169
0.00826729	-0.0110407	0.0498419
0.00750691	-0.0115694	0.050324
0.00663579	-0.0120883	0.0509469
0.00564836	-0.012578	0.0516776
0.00454529	-0.0130155	0.0524381
0.0033359	-0.013375	0.0531384
0.00203978	-0.0136318	0.0536884
0.000686576	-0.0137658	0.0539861
0.0137658	0.000686576	0.0531138
0.0136318	0.00203978	0.0528466
0.013375	0.0033359	0.0523578
0.0130155	0.00454529	0.0517387
0.012578	0.00564836	0.0510744
0.0120883	0.00663579	0.0504498
0.0115694	0.00750691	0.0499324
0.0110407	0.00826729	0.0495559
0.0105167	0.00892625	0.0493313
0.0100078	0.00949489	0.0492473
0.00949489	0.0100078	0.0492869
0.00892625	0.0105167	0.0494608
0.00826729	0.0110407	0.0497802
0.00750691	0.0115694	0.0502622
0.00663579	0.0120883	0.0508794
0.00564836	0.012578	0.0516045
0.00454529	0.0130155	0.0523591
0.0033359	0.013375	0.053065
0.00203978	0.0136318	0.0536036
0.000686576	0.0137658	0.0539013
-0.0137658	0.000686576	0.0531307
-0.0136318	0.00203978	0.0528635
-0.013375	0.0033359	0.0523748
-0.0130155	0.00454529	0.05175
-0.012578	0.00564836	0.0510856
-0.0120883	0.00663579	0.0504666
-0.0115694	0.00750691	0.0499436
-0.0110407	0.00826729	0.0495671
-0.0105167	0.00892625	0.0493425
-0.0100078	0.00949489	0.0492585
-0.00949489	0.0100078	0.0492981
-0.00892625	0.0105167	0.0494664
-0.00826729	0.0110407	0.0497914
-0.00750691	0.0115694	0.0502678
-0.00663579	0.0120883	0.050885
-0.00564836	0.012578	0.0516101
-0.00454529	0.0130155	0.0523648
-0.0033359	0.013375	0.053065
-0.00203978	0.0136318	0.0536093
-0.000686576	0.0137658	0.0539069
-0.0333171	-0.00166171	0.0645331
-0.0329929	-0.00493685	0.0630476
-0.0323714	-0.00807385	0.0602959
-0.0315012	-0.0110009	0.0566975
-0.0304424	-0.0136707	0.0527456
-0.0292571	-0.0160605	0.0489097
-0.0280013	-0.0181689	0.0455958
-0.0267217	-0.0200092	0.043067
-0.0254535	-0.0216041	0.0414679
-0.0242217	-0.0229804	0.0408237
-0.0229804	-0.0242217	0.0410523
-0.0216041	-0.0254535	0.0421856
-0.0200092	-0.0267217	0.0443115
-0.0181689	-0.0280013	0.0473982
-0.0160605	-0.0292571	0.0512895
-0.0136707	-0.0304424	0.0556985
-0.0110009	-0.0315012	0.0601934
-0.00807385	-0.0323714	0.0642478
-0.00493685	-0.0329929	0.0673372
-0.00166171	-0.0333171	0.0690045
0.0333171	-0.00166171	0.0644812
0.0329929	-0.00493685	0.0629958
0.0323714	-0.00807385	0.0602502
0.0315012	-0.0110009	0.0566521
0.0304424	-0.0136707	0.0527005
0.0292571	-0.0160605	0.0488705
0.0280013	-0.0181689	0.0455568
0.0267217	-0.0200092	0.0430338
0.0254535	-0.0216041	0.0414348
0.0242217	-0.0229804	0.0407906
0.0229804	-0.0242217	0.0410248
0.0216041	-0.0254535	0.0421579
0.0200092	-0.0267217	0.0442893
0.0181689	-0.0280013	0.0473759
0.0160605	-0.0292571	0.0512727
0.0136707	-0.0304424	0.0556814
0.0110009	-0.0315012	0.0601762
0.00807385	-0.0323714	0.064242
0.00493685	-0.0329929	0.0673314
0.00166171	-0.0333171	0.0690045
0.0333171	0.00166171	0.0644697
0.0329929	0.00493685	0.0629728
0.0323714	0.00807385	0.0602101
0.0315012	0.0110009	0.0566009
0.0304424	0.0136707	0.0526384
0.0292571	0.0160605	0.0487922
0.0280013	0.0181689	0.0454678
0.0267217	0.0200092	0.0429342
0.0254535	0.0216041	0.0413354
0.0242217	0.0229804	0.0406803
0.0229804	0.0242217	0.0409089
0.0216041	0.0254535	0.0420363
0.0200092	0.0267217	0.0441505
0.0181689	0.0280013	0.0472307
0.0160605	0.0292571	0.0511208
0.0136707	0.0304424	0.0555226
0.0110009	0.0315012	0.0600103
0.00807385	0.0323714	0.0640633
0.00493685	0.0329929	0.0671459
0.00166171	0.0333171	0.0688125
-0.0333171	0.00166171	0.0645216
-0.0329929	0.00493685	0.0630188
-0.0323714	0.00807385	0.0602559
-0.0315012	0.0110009	0.0566464
-0.0304424	0.0136707	0.0526723
-0.0292571	0.0160605	0.0488257
-0.0280013	0.0181689	0.0455012
-0.0267217	0.0200092	0.0429619
-0.0254535	0.0216041	0.041352
-0.0242217	0.0229804	0.0406969
-0.0229804	0.0242217	0.04092
-0.0216041	0.0254535	0.0420474
-0.0200092	0.0267217	0.0441616
-0.0181689	0.0280013	0.0472419
-0.0160605	0.0292571	0.0511264
-0.0136707	0.0304424	0.0555226
-0.0110009	0.0315012	0.0600103
